Product_name,SKU,Price,Subject,Date,Review,Stars,like,dislike
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Highly disappointed...,"September 20, 2021",never write review anything anywhere disappointment toilet drawn think toilet go great Loved make USA aspect However lousy First flapper fall way fast forcing hold handle flush duration try adjust foam float chain matter push handle let go flapper immediately fall shuts instruction provide guidance tune flush Second seat come garbage stand urinate seat fall go Luckily slow fall catch midstream quick slow fall stream rather quickly pass Third flush weak Even hold handle whole time poor comparison American Standard make Thailand unfortunately bathroom Pass toilet week use consider pull try get refund least write Lowes try get credit replacement seat adjustable fall rate flapper,2,2,3
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Toilet for the budget,"April 25, 2023",Price well within budget repair man recommend product,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Goes in easy,"April 25, 2023",Good quality flush nicely handle doesnt feel cheap,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Two failures,"February 1, 2023",First flush lever bind inside reservoir lid course know happen tank never fill lot water waste Second failure start short flush Looked installation instruction saw nothing fix Disappointed Shoulda buy Kohler,3,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,THUNDER,"December 2, 2021",name Denali like name Thunderous Avalanche Denali please aspect toilet believe tell everyone house maybe neighbor know youre do bathroom,3,0,1
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Don't but these Denali Elongated toilets.,"October 16, 2021",toilet seat fit toilet purchase two new oblong seat fit purchase disappoint,1,1,3
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Why two bolts instead of three?,"January 8, 2023",good product powerful flush reduce one star two bolt hold tank bowl Since toilet display mount wall 6 foot high unable see time purchase,4,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,good toilet,"October 16, 2022",installed week work well back bowl wall almost straight thus clean well seat lid thin plastic wish substantial one 10yearold Mansfield toilet option,4,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Does not flush properly,"January 19, 2023",Installed expect great flush power soon let handle water bowl Contacted mansfield email response rig get stay open bit longer still right,2,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,USA Made,"August 15, 2022",USA make product easy install American Standard toilet broken tank lid bottom box water saver toilet whose flush powerful work cleanly quietly,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Beautifully made,"January 5, 2022",look well person well make Comes seat lid slowly close Great value order online deliver house,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,"Quality Toilet and Company, Must Hold Handle down","March 30, 2022",Likes Mansfield customer service awesome call speak twice decide purchase helpful pretty logos anywhere wife like handle side solidly builtheavy flush strong hold handle see dislike antistick coat like higherend brand toilet choose similar American Standard Champion Kohler Cimmaron toilets available Lowes toilet serious quality control issue crack issue flush valve respectively use included wax ring instead use Danco 475in Toilet Wax Ring Bolts Item 3844101 Model 10826X highly recommend allows reposition toilet need secure fit toilet Dislikes must hold handle get good flush talk Mansfield way design flapper doesnt float purchase new flapper try HomeDepot Fluidmaster Universal 3 Premium Adjustable Toilet Flapper Im hop allow good flush without hold handle flush loud flapper slam hard dont hold handle long enough Also take long time tank fill flush louder previous toiletmost water go bowl tank wife feel toilet sits little high Im fine itwere height personal preference Overall Im pretty happy toilet impress Mansfields customer service hard time find information toilet buy Im hop review help people decide,4,1,1
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Slow close not so slow,"April 21, 2023",Ive seat one month longer slow closing return store,2,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Great Toilet Except for Fill Valve,"December 28, 2022",fill valve wouldnt shut subsequently fill overflow tube plumber install new fill valve,3,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,it's the little things.,"December 2, 2021",come cheap seat flush handle stick every flush mater try adjust replace,3,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,"Nice on the eyes, easy to install, great toilet!!","August 31, 2022",Love chair style feature extra flush power easy install great product,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Good toilet.,"September 26, 2022",price point good since come two piece bowl tank easy install,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Opinion,"September 24, 2022",work Needs flush longer begin Stops let go handle,4,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Nice toilet,"March 20, 2023",easy install need pair channel lock flat head screwdriver,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,"Nothing really, it comes with everything you need","December 24, 2022",color look liked style flush well,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Toilet .,"September 14, 2022",Great power flush side Definitely would use brand,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,very water efficient and is very compact for the s,"April 3, 2023",good price point however pick box dirty,4,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,COMES WITH EVERYTHING NEEDED FOR INSTALLATION,"January 19, 2023",PLEASED LIKE SLEEK DESIGN FLUSHES WELL,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,good for remodel as well as new construction,"April 18, 2023",everything include package good brand fit fine,1,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Great Toilet,"March 26, 2022",nice toilet sleek design Flushes well,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Excellent Value,"April 1, 2022",Product excellent quality price competitive,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,"Easy peasy, it’s all in the box, nice unit.","May 31, 2022",Love fact everything need box,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,This comes with everything you need,"April 10, 2023",easy install give bathroom anew look,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Toilet,"February 5, 2022",Great quality nice tall strong flush,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Simple good quality,"July 28, 2022",Nice size height work well flush good,5,0,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Excellent upgrade,"July 8, 2021",dont like tall toilet mudroom bathroom Decided time bite bullet replace low one Wasnt look forward job Mansfield ProFit Standard Height really easy install come everything need finish job need go back store usual get part dont attachment screw nut etc work well Especially appreciated ease attach top section l,5,9,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Compact design.,"July 10, 2021",ProFit White WaterSense Round Standard Height 2Piece Toilet 12in RoughIn Size make China box instruction clearly print plus Installation Guide book inside problem secure Tank Bowel first time exactly instruction say leak badly Problem Rubber Head Bolts properly seal Pulled apart apply Sealant Rubber bolt head follow instruction per book time seal,4,8,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Thoughtfully prepared,"July 5, 2021",Let preface article much despise plumbing project one exception two hour project take almost three time long First remove old toilet find flange destroyed take ingenuity lot work Many hour later new flange wax ring provide toilet place ready installation toilet bolt easily use plastic connector bolt different one provide recommended plumber address broken flange issue go connect toilet water supply ala provide water line Trying reuse old one break part plastic take three trip Lowes get correct new shutoff valve water fill line Mostly fault try connection store best part whole installation toilet past would install gut toilet add time expense third toilet ever instal far easy would definitely recommend product anyone look install new toilet spend bit time hunt plastic bolt seat finally decide use old one figure ship misplaced new seat instal lift lid conduct test flush find new plastic bolt tap conveniently underside lid,4,14,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Easiest Toilet Install Yet,"September 11, 2021",instal new toilet pool room original toilet 38 year old highwateruse type toilet previously instal three toilet bathrooms house toilet easy install largely werent issue flange floor flatness shim require like room kit contain everything need Sometimes thing arent square youll need shim level toilet possibly problemsolver seal rather supply wax ring nonobvious part install plastic ring hold plastic dome cap cover mount bolt bottom portion toilet put glass see marked side text tip use tool floor guide flange bolt lower base onto flange seal include photo Im speak clarity long part install clean around area typical experience flush work well quite powerful toilet costing three time much pool room fine,5,7,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,QUICK AND EASY INSTALLATION,"July 14, 2021",Kind hard get excite toilet install breeze Instructions simple rubberheaded tank bolt create great seal say thing keep mind 1 Buy extra wax ring youve remodel include granite marble flooring odds good supply ring wont thick enough create good seal second ring allow double depth Wax ring run 200 go ahead splurgeit could save trip back store 2 attach tank youll need stretch rubber gasket bit seat flush bottom tank instruction bite vague youll go couple towel dont toilet pretty good oblong shape far comfortable traditional round bowl quick flick handle drain half tank thereby conserving water hold handle completely drain little oomph need like best tank quiet refilling say good product thats easy install,5,5,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Good quality with simple install!,"July 4, 2021",installed toilet replace chair height one spare bath get house chair height high bathroom use primarily young kid 6 Overall toilet toilet hit flush lever flush Thats need well Waste go away hit flushthats win install go smoothly Removed old toilet clean old wax flange begin instal new toilet one criticismthe hardware kit come toilet doesnt nice little plastic washer help hold flange bolt install bowl see pic 3 use small piece cardboard hold bolt work wouldnt much ask Mansfield include simple cheap thin plastic washer hold bolt install smooth Got bowl instal put tank back connected water feed turn water check leaksthere none smooth install toilet exactly toilet waste go away know quality toilet go last,5,4,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Solid budget toilet,"July 23, 2021",nice look fairly easy assemble toilet work well come everything needed installation use except toilet supply line toilet dont include Flushing pressure good great could little good toilet also sit pretty low sure high chair height available Everything else pretty standard fit well back tank lid sticker name serial number replacement part see toilet smart addition,4,4,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,"Easy Install, Looks Great","June 30, 2021",First toilet easy read instruction box box Installation straight forward instruction say tighten three tank bolt two turn past hand tight hand tight believe enough seep two turn call problem solve elongated design look really good sits quite comfortably tank plumbing work great adjustment need seat also easy install flush robust clean bowl well necessary hardware include downside height seem little low Im 65 tall nice toilet easy install look great good work well,5,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Fantastic! Quality toilet. Hardware in box!,"July 15, 2021",Mansfield ceramic water efficient toilet Easy install One socket screwdriver need Everything need toilet swap box bolt nuts gasket include new seat hardware wax ring flange bolt cap box Installation time include take old toilet less hour Installation turn water float even set right water level happy product would highly recommend,5,4,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,"Great look, easy install","September 20, 2021",toilet look great Bright white color fit small bathroom well Install easy long take time go right first attempt Parts able installed hand minimal wrench tighten would recommend wax less seal buy separately less messy easy adjust without damage Water flow quiet refill water usage minimal excellent choice,5,1,2
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Light weight easy to install.,"July 15, 2021",toilet come everything need ready go tank small less water waste bowl smooth easy clean stall quick easy come everything need except new water line plastic seat lid seem little commercial replacing Comes be wax gasket seal toilet flange floor toilet bowl three hole tank attachment careful tighten mount floor Ceramic glass break apply much torque pressure bolt nuts careful though great toilet flush good clean white would recommend product,5,0,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Great Toilet,"July 3, 2021",Mansfield profit toilet great USA make toilet package come wax boltsinstructions everything need install easy step step install great product water consumption 128gpf great,4,2,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Nice!!,"July 1, 2021",Product ship directly factory call set delivery day delivery driver call give 30 minute head work great Toilet take hour install include take old one far good Nice make finish,5,2,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Worth every penny and then some.,"December 23, 2021",get tired 80 American Standard quiet flush toilet embarassing useless flush Every bathroom time frought anxiety Sometimes fetch bucket water finish job Enter Mansfield ProFit 1 American make fully glaze siphon assist trap toilet handle even large job ease Comes every nut bolt seal fastener require installation price mediocre night also confidence inspire flush life Buy Mansfield therell regret Heres video flush httpsyoutubecomshortsE1gmvF5a6iIfeatureshare,5,0,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Would Buy Again,"January 25, 2023",GOOD Nice look good price Fluid Master fill valve toilet tank wax seal hardware include toilet large jet bottom help push waste drain see photo NEUTRAL flapper unique design hole one side large hole side big deal Lowes sell Mansfield flapper item 4133941 care upgrade good flapper greatly increase flush performance Lowes item 4133941 see photo Fluid Master fill valve come flow restrictor mean take long time refill tank flush Instructions remove flow restrictor find Googling remove toilet fill valve regulator COULD BETTER rubber washer spacers use level support tank secure toilet fail get good seal place 3 tank toilet washer top 3 hole toilet place tank toilet see photo Lowes item tank washer 3625389 tank immediately level stable seal perfect Overall Mansfield toilet quality product good price add rubber tank washer spacers dont worry porcelain porcelain contact tank toilet washer compress weight water tank state upgrade brand flapper greatly improve flush performance,4,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Good product for the price,"September 4, 2022",look frill toilet replace original 80 toilet use way much water per flush instal taller toilet bathroom daughter 4 taller Needed low one Super easy install hardware toilet seat flush lever handle pretty flimsy plastic easy replace bolt cap cover deep enough snap bolt use extra think wax ring maybe double instead sure would help minor issue Good quick flush 1 hold 2a bonus water save feature aware,4,0,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,What you expect from something American made,"July 11, 2021",DIY type person easy install everything need box install great toilet seat kind cheap thin doesnt feel overly durable Id youve never instal toilet use direction reverse remove exist toilet extremely helpful tank bolt build gasket amaze make easy seat tank worry go leak happy product overall,5,1,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Small but functional,"July 5, 2021",finally able get thing instal take less 30 minute seem small previous toilet normal round rather elongate top hear water well see normalizes day end Overall right tome replacement broken toilet,5,1,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Standard Toilet,"July 18, 2021",standard toilet probably well suit small bathroom round bowl design Easy hook Everything need box even wax ring Somewhat water saver due small tank regular flapper design flush system Works fine good value,4,1,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Nice commode!,"July 5, 2021",nice Quiet flush Adjustable full valve nice feature replace seat though simply prefer wooden seat Great product recommend one,5,1,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,,"December 31, 2021",Extremely disappointed toilet saw good review buy flush power weak flush 2 time flush thing Never buy mansfield,1,9,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Only choice available. Poor performance,"March 31, 2022",purchase new toilet daughter Due young child need standard height one Lowes stock stack stack Toilets others taller chair height Lowes consider family young child installation easy everything fit leak disappoint performance flush least twice flush bowl huge waste water Claims water saver flush multiple time save water least stock instal easily important leak work get one flush good,3,5,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,,"May 21, 2022",teen keep tell toilet clog wasnt werent hold handle long enough point though multiple people keep Id put tacky sign tell people press hold flush thank weak flush doesnt seem flush way handle plastic feel cheap comfortable sit though install easy prefer elongate standard height Im 53 chair height doesnt let foot fully touch ground return toilet different one Thats annoy flush Im literally go take dang thing back different one,2,2,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Almost flawless install,"September 2, 2021",Install part fast easy two problem bolt hold toilet floor First bolt tendency fall set bowl since nothing hold use small piece cardboard push hold next problem big two bolt long finishing cap wouldnt fit hit end bolt use hack saw cut fit Either supply longer cap fit bolt supply short bolt,4,2,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,"Easy to install out of the box, and works great","March 21, 2023",thing put together tank easy install,5,0,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,"Porcelain is OK, plastic parts are cheap","April 27, 2022",two problem toilet plastic hinge seatlid break first time sat toilet sit close lid put new roll toilet paper wall lean slightly one side hinge snap removed seat use seatlid old toilet Also fill valve water supply hose connects break suspect someone previously purchase return unit maybe broken factory want remove return installed toilet use flush mechanism old toilet replace broken new one Everything work look fine supplement NEW toilet two part old toilet,3,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,,"April 28, 2023",recommend purchase product toilet suppose come whole kit wax ring bolt install toilet None kit item include package go buy part install seat toilet also make uncomfortable cheap plastic,1,0,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Parts Missing!,"November 9, 2021",instal find flange nut include able reuse old one Perhaps important new flange bolt present Package include extra set cap good purchase second toilet install today kit also miss flange nut frustrate flange bolt miss well go assume old bolt OK go get old toilet remove find look like need make another trip back town buy nut bolt along use 10 gas start project happy purchase something make USA disappointed people package call kit cant good job Somebody assembly line need pep talk,2,7,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Crappy,"February 3, 2022",toilet could find meets dimension fit bathroom uncomfortable seat Ive sit whole thing leak unless use ratchet plastic nut tighten feel like something break,1,7,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Reasonable,"April 28, 2023",Easy install standard height toilet reasonable price,4,0,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,I would spend the extra money for a better one,"August 25, 2019",two home good get waste inside wall go typically clean bowl design water wont push itor clean interior bowl work worth,2,19,4
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Not the greatest,"October 14, 2021",two toilet compare toilet price range instal best tank bolt worthless matter carefully tighten LEAK use silicone around save problem tighten fully silicone use one service nearly two year Frankly toilet stock would buy second one first one plug drop hat keep plunger handy even well part shape outlet bottom bowl doesnt allow plunger completely seal quite difficult clear get plug take first one multiple time sure wasnt something stuck entire passageway clear Id say faulty design new one guest bathroom seldom get workout main toilet see,3,4,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,"Great toilet 5'4"" tall people","May 26, 2021",58 tall sweetheart 64 selected toilet replacement top flush toilet young problem push button toilet short u height work perfectly instal quickly keep 4 day knee complain let handle thing try help toilet perfect child closer floor tall people Good look sturdy,4,2,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,This was one of the models made in the USA.,"July 29, 2021",like trap outlet size big enough get clog easily,5,5,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Didn't flush clean!,"June 3, 2022",prefer standard height elongate bowls theyre hard find looks good Installs easily enough However didnt flush clean replace low flow Flapper good one put solid soft close seat good,3,4,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,This toilet has been one nightmare after another,"July 11, 2021",Needed get new toilet pick one close one one homenothing issue since put first back bolt leak caulk find small crack tank caulk wouldnt stop try fill upthen get work great seal gasket tank toilet leak replace still leak right caulk also see stop leak really say screw go spend money new toilet,1,3,3
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Cheap,"September 24, 2021",replace float ball get flush without hold handle float ball odd size 3,3,4,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,"Can't flush a golf ball, maybe a marble!","January 30, 2022",like available many standard size toilet available due supply chain issue benefit toilet toilet bowl evacuation hole small compare toilet make clog quickly Plastic tank fitting seem cheap may leak sooner later,1,5,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Rough installation,"September 12, 2021",highly recommend attach tank bowl set bowl ground tank connects bowl three screw instead standard two one back nut almost impossible tighten bowl attach ground put nut wall,4,5,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Disappointing - Flush is very weak,"May 23, 2022",Followed instruction installation easy enough would recommend toilet flush weak need flush least twice clean 2 tried mess water level etc nothing work Look toilet much good flushflow,2,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Functional replacement & lower bowl height.,"April 15, 2022",Install go smoothly bowl rear portion cast completely squarelevel tilt tank instal noticeable water closet instal time uninstall return would want low bowl height many instore option,3,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,,"July 30, 2022",pc junk doesnt clear bowl w 1 flush rubber head bolt strip new pkg finish discoloring within 30 day,1,6,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,"Nice Toilet, but tank to toilet leaks","December 22, 2021",instal toilet today easy install tank toilet secure bolt 3 nice hard rubber nonround head easy gripping Problem rubber head cover bolt hole entirely almost quite Consequently leak pretty bad tight could get without crack toilet still leak fussed several hour include another trip LOWES fix leak get leak control appreciate flushed nice opinion tank mount hardware need rethink Im still buy second one would give toilet 5 star easy tank mount hardware work,4,0,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Inexpensive but works well,"August 26, 2021",careful instal make sure three bolt hold tank base tighten evenly otherwise thank lean forward backward leak,5,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,great choice,"August 22, 2021",glad decide toilet easy install everything include great price make USAand flush powerful well worth 129,5,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,clogs easily,"January 13, 2022",buy replace 30 year old toilet startedleaking tank 7 week plug completely twice plunge weekly,1,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,"More than does the job, easy to install / assemble","August 2, 2021",Easy assemble job nice look high quality part plastic seat cover bit warped deal breaker,4,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,So far so good,"August 4, 2021",bowl seat size perfect height addition dont flush multiple time Awesome save water consumption,4,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,New John,"September 9, 2019",Purchased replace dad old toilet happy everything need box good condition purchase new flex water line,4,5,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Good quality at a reasonable price.,"November 5, 2021",Good quality toilet Quiet seat wobble Easy install,5,3,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,,"December 9, 2021",disappointed toilet want standard heightelongated toilet since werent many option decide go one however seat isnt soft close flush power weak need flush 2 time flush everything outWouldnt recommend,2,2,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Loving my new toliet,"July 9, 2022",Fit perfectly spot Flushs nicely think dont care flush knob plastic,4,0,1
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Horrible toilet,"June 3, 2022",absolutely hate toilet immediately buy replacement seat uncomfortable make loud clunk flush plummer say nothing could fix plug often Worse decision make,1,2,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Good toilet,"August 23, 2021",Good solid toilet duel flush ability Quick flush liquid use less water strong flush solid Easy install include wax ring mount bolt bolt cover seat could little heavy work OK,5,2,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Great price.,"June 29, 2021",Replaced toilet powder room didnt want spend fortune didnt need anything fancy good choice one Replaced 14 12 high top bowl inch high fine,5,2,0
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,ONLY 15INCHES HIGH!!,"October 2, 2022",low sit bowl,1,0,3
Mansfield Pro-Fit White Round Standard Height 2-piece WaterSense Toilet 12-in Rough-In,Model #5130CTK,149.0,Good Product,"June 30, 2021",Yesterday remove old commode instal new ProFit Mansfield commode installation new commode easy tank part already instal stayed place cause trouble installation Everything go proper place one tank bolt cause little leak first keep adjust stop reason Im give four two reason toilet seat cheap version probably wont last long reason toilet isnt tall enough think tall version 17 inch high sure Im 77 year old finding difficulty get see potential problem overall commode good product well worth sale Im satisfy would recommend,4,1,0
